tweet_id,tweet_text,class_label
1.2221142346219438e+18,هذه الأرض لا تتسع لهويتين إما نحن أو نحن صفقة_القرن صفقة_القرن_لن_تمر,No
1.2221148098916966e+18,شاهد صفقة القرن لن تمر صفقة_القرن_لن_تمر,No
1.2221408516960827e+18,كيف ل صفقة_القرن أن تمر ونحن نصرخ مع أسلافنا من كل ساحات الأمة بملء حناجرنا أن فلسطين الحرة عربية والتحرير آت والخيار دوما مقاومة صفقة_القرن_لن_تمر صفقة_الذل صفعة_القرن,No
1.2221457985799247e+18,سيأتي ومعه جيش من الشهداء القدس_عاصمة_فلسطين_الأبدية,No
1.2221489774218445e+18,اللهم وحد شعب فلسطين في مواجهة صفقة القرن واجعل صموده وثباته وتضحياته صخرة تتحطم عليها كل المؤامرات صفقة_القرن_لن_تمر,No
1.2221604398507336e+18,أمام صفقة ترامب لا قيمة للخطب والبيانات إذا لم تترجم إلى مواقف عملية ويتم تفعيل العمل العسكري والانتفاضة داخل فلسطين بالدرجة الأولى مسنودة بوحدة وطنية فلسطينية ساعتها سنقول صفقة_القرن_لن_تمر,No
1.222165954739589e+18,يا قدسنا إسمعيني حبك جاري في شراييني القدس_عاصمة_فلسطين_الأبدية,No
1.222175315935613e+18,كان اسمها فلسطين اليوم اسمها فلسطين سيبقى اسمها فلسطين صفقة_القرن_لن_تمر صفقة_العار فلسطين,No
1.2221759951275868e+18,التغريدات الرافضة لصفقة القرن تجتاح مواقع التواصل الاجتماعي سنعود وسنبقى نحمي أسوارنا وقلاعنا ليس منا من يبيع أو يفرط وليس فينا من يجبن أو ينكسر واحدة من الكثير من التغريدات التي اجتاحت مواقع التواصل الاجتماعي رفضا لصفقة القرن سرقة_القرن صفقة_القرن_لن_تمر,No
1.2221830026310164e+18,عم ببيعو القدس بمكة القدس_عاصمة_فلسطين_الأبدية القدس_لنا أطهر أرض أنجس شعب,No
1.222188504156967e+18,صفقة القرن ستكون المفتاح لبدايه النهاية الاسرائيلي وجود القوات الاميركيه في الشرق الاوسط بمختصر بداية الانتقام لدماء شهدائنا القادة وغباء ترامب اعطى محور المقاومه المفتاح الاساسي صفقة_القرن_لن_تمر من دون الصلاه في القدس كما قال الامين الموئتمن سنصلي في القدس صفقة_القرن,No
1.2221891601039647e+18,دي خريطه فلسطين الاصليه علموا اولادكم أن لاتوجد دوله اسمها إسرائيل لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222197195207848e+18,فلسطين لنا ولن تكون يوما لغيرنا طالما مازالت هناك أمة اسلامية لم ولن تتخلى عن الأقصى الخزي والعار لكل حكام أمتنا وعلى مر التاريخ وتبا لهم اينما كانوا واينما وجدوا لااعتراف_بكيان_محتل لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2221996002636513e+18,عذرا يا رسول الله فقد فرطنا في اولى القبلتين و ثالث الحرمين لك الله يا قدس لك الله يا قدس لك الله يا قدس و لعنة الله عليكم يا حكام امتنا القدس_عاصمة_فلسطين_الأبدية لااعتراف_بكيان_محتل لا_لبصقة_القرن,No
1.2222036569358254e+18,الراس عالي ولا نبالي تسقط_صفقاتكم القدس_عاصمة_فلسطين_الأبديه,No
1.2222042238085898e+18,فلتسقط صفقة العار القدس_عاصمة_فلسطين_الأبدية لازم يرجع تراند هيدا الهاشتاغ,No
1.2222042881910374e+18,فلسطين عربيه من البحر للنهر تسقط_صفقاتكم القدس_عاصمة_فلسطين_الأبدية,No
1.2222061781990687e+18,لا_لبصقة_القرن لا_لصفقة_القرن نعم للكفاح المسلح نعم للعمليات الفدائية نعم للإستشهاديين تسقط_صفقة_القرن,No
1.2222072142340175e+18,امة عربية بتسوى صرماية تفه ع شرفكن يا من تسمون انفسكم ملوك حطكن ع اكل الرز و اكل الهوا الله يلعنكن يا يهود الامة القدس_عاصمة_فلسطين_الأبدية,No
1.2222082678390047e+18,تخيل تكون بالشتات وعمرك ما شفت فلسطين و إنولدت بجيل الدنيا فيه خربانة اصلا و قاعد بتحضر قرار لتصفية قضيتك وبلدك اللي انت اصلا كل همك تشوفها محررة وجع قلب مش معقول لا_لبصقة_القرن,No
1.2222084906782351e+18,اللهم رد كيد ترامب وأعوانه إلى نحورهم وقنا شرورهم تسقط_صفقة_القرن لا_لبصقة_القرن,No
1.2222087127958815e+18,ترامب ونتنياهو قد لا يكونان في السلطة في العام المقبل أما المقاومة باقية باقية باقية حتى زوال لا_لبصقة_القرن فلسطين_ستتحرر تسقط_صفقة_القرن لا_لصفقة_القرن,No
1.222209813255467e+18,حسبنا الله ونعم الوكيل والله قلبي وجعني ع كدا قرارات الله ينتقم من العربان تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222209835594285e+18,اعملوا مية مؤتمر و حطوا عباس و بن سلمان و السيسي و كل العرب بجيبتكم والله غير نرجع يا ولاد العايبة و نرجعها من الحد للحد و نطرد كل ابن خنزيرة منها وعد ربنا راح يتنفذ شو ما كانت الظروف غل يا ربنا غل مش طبيعي يا ريت الواحد مات و ما شاف هيك يوم صفقة_القرن لا_لبصقة_القرن,No
1.2222099964332974e+18,أبلغ وأوجز وأفضل تعريف لصفقة القرن ما كتبه الدكتور وليد عبدالحي جوهر صفقة القرن هو إقناع العرب والفلسطينيين أن فلسطين عقار لا وطن صفقة_القرن لا_لبصقة_القرن فلسطين,No
1.222210115635417e+18,القدس عاصمة غير مجزأة للكيان الصهيوني هنيئا لسماسرة السلام المزعوم صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222113192958075e+18,سبحان الله المظلومية كيف بتنعاد والتاريخ كيف ب عيد نفسو بالليالي الفاطمية عم يبيعو فلسطين القدس_عاصمة_فلسطين_الأبدية,No
1.2222118753808302e+18,اين الشعوب العربية ترامب يبيع القدس ل نتنياهو ويعلن صفقة القرن والعرب نائمون ويل لامة باعت مقدساتها صفقة_العار القدس_عاصمة_فلسطين_الأبدية,No
1.2222120200172134e+18,لن يزور هذان الفاشلان الفاسدان ماضينا ولن يحدد أحدهما مستقبلنا الشعوب هي من تصنع حاضرها ومستقبلها وتحفظ تاريخها القدس_عاصمة_فلسطين_الأبدية وتسقط صفقة_القرن,No
1.2222121774755348e+18,ياليتني مت قبل هذا وكنت نسيا منسيا ليتني لم أولد بزمن العار وتاريخ الذل اللهم أبرأ لك من أفعالهم لا_لبصقة_القرن,No
1.222213253826216e+18,و ستبقى فلسطين حرة عربية أبية على هذه الأرض سيدة الأرض ما يستحق الحياة لا_لبصقة_القرن صفقة_القرن,No
1.2222140757924823e+18,رسالة إلى نتنياهو وإلى كلابه المتصهينين لا_لبصقة_القرن صفقة_القرن,No
1.2222146981683937e+18,اقسم بالله انا مبسوطة سعيدة بسقوط الاقنعة شكرا للسعودية الاردن الامارات البحرين مصر السيسي ابو مازن وهو لا يمثلني شكرا لانكم اثبتم انكم اشباه رجال وان اظفر طفل فلسطيني بكل عروشكم الكلام عن الانظمه وليس للشعوب فلسطين حرة ليوم الدين لا_لبصقة_القرن,No
1.2222148294501868e+18,تسقط_صفقة_القرن عندما يرحل عن وجه هذه الحياة آخر مسلم عندما يندثر آخر مصحف عندما يقتل آخر ضمير حي ستكون لكم القدس وستكون لكم الأرض ويكون لكم كل شيء ودون ذلك لا تحلموا لا تحلموا ستبقى الروح تقاوم الذاكرة تقاوم ستبقى القدس_عاصمة_فلسطين_الأبدية,No
1.222214915928273e+18,مليار رشوه من السعودية والامارات لابو مازن ودول الجوار علشا نسيبكم تعيشوا ولا فلسطين ولا قدس ولا عزاء للحكام الخونه لا_لبصقة_القرن,No
1.2222159926983803e+18,عاجل ترمب شكرا لعمان والبحرين والإمارات لإرسالهم سفرائهم للاحتفال معنا اليوم بخطتنا لا_لبصقة_القرن,Yes
1.222216050927964e+18,ولا تحسبن الله غافلا عما يعمل الظالمون إنما يؤخرهم ليوم تشخص فيه الأبصار القدس_عاصمة_فلسطين_الأبدية,No
1.222216138593067e+18,مصر عليها اخلاء الارض في سيناء اسرائيل عليها توجيه ضربه قوية للقطاع وارتكاب مجازر حتي يفر اهلها عبر معبر رفح الي سيناء مصر تقدم الارض السعودية تدفع ثمن تلك الارض لمصر مليار علي سنوات بواقع مليار سنويا امريكا تعطي الغطاء السياسي لا_لبصقة_القرن,No
1.2222162644935352e+18,كل شبر من هالأرض إلنا كل نسمة هوا إلنا مهما حاولتوا فلسطين النا وصفقة القرن لن تمر إلا على أرواحنا علا يا بلادي علا الموت ولا المذلة وأعيد وأكرر اشي بديهي ومعروف لكن التذكير وجب القدس عاصمة فلسطين الابدية صفقه_القرن لا_لبصقة_القرن,No
1.2222164046546084e+18,شعور جدودنا وأهالينا في أيام مثل معاهدة وادي عربة كامب ديفيد مثل شعورنا اليوم متخيلين كمية العجز احنا أضعف من المواجهة أضعف من الضغط اللهم إنا نعوذ بك من العجز نعوذ بك من قهر الرجال صفقة_القرن لا_لبصقة_القرن,No
1.2222164334190633e+18,عاجل نتنياهو يسعدني أن أرى سفراء الإمارات والبحرين وعمان هنا وهذا مؤشر لا للمستقبل فحسب بل للحاضر لا_لبصقة_القرن,Yes
1.2222175593045235e+18,و ليمون يافا يابس في غصونه وهل شجر في قبضة الظلم يثمر فلسطين لا_لبصقة_القرن,No
1.2222178006280356e+18,القدس_عاصمة_فلسطين_الأبدية ما خلقنا لنيأس خلقنا لنخوض الحياة ونحن واثقين بالله فلسطين_ستتحرر,No
1.2222178092640952e+18,اقسم بالله مش مبالغة بس شعور القهر والعجز احتلني وقلبي وجعني من كمية الذل والاهانة يلي سمعتها الله يلعن كل واحد كان السبب او ساهم فيها ويلعن كل المطبعين وكل رئيس عربي ساكت تسقط_صفقة_القرن لا_لبصقة_القرن,No
1.2222179330085724e+18,تبقين ما بقي الزمان عزيزة يا قدس مهما حاولوا أو دبروا لا_لبصقة_القرن,No
1.2222183048336302e+18,نحن شيعة علي ابن ابي طالب في العالم لن نتخلى عن فلسطين ولا عن شعب فلسطين ولا عن مقدسات الأمة في فلسطين تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222219721568854e+18,يا أيها الجمع الذليل خسئتم فالحق في سفر الخليقة مستطر أموالكم تفنى ويبقى عارها وجزاؤكم يوم اللقاء المنتظر والنصر موعدنا ووعد إلاهنا والأمر من ربي كلمح بالبصر لا_لبصقة_القرن تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222220827258753e+18,إلى حكومة الإحتلال الصهيوني وعلى رأسها النتن ياهو لا_لبصقة_القرن تسقط_صفقة_القرن,No
1.222220952030806e+18,القدس قلبها عربي كقلب الشقاقي روحها عاملية كروح مغنية ستسقط الصفقات بأيادي خمينية لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222216475596964e+18,هنرددها جيل ورا جيل بنعاديكي يا إسرائيل لا لبصقة القرن يسقط كل من شارك فيها يسقط كل من وافق عليها صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222221746507481e+18,يا صاحب اللواء إنهم يبيعون القدس والقضية تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222217946917642e+18,هذه الأرض لا تتسع لهويتين أما نحن او نحن تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222233212170977e+18,القدس_عاصمه_فلسطين_الابديه ولا تحسبن الله غافلا عما يعمل الظالمون إنما يؤخرهم ليوم تشخص فيه الأبصار,No
1.2222233975660012e+18,هذه الأرض لا تتسع لهويتين إما نحن او نحن صفقة القرن تمهيدا لنهاية إسرائيل ومعركة وعد الآخرة تسقط_صفقه_القرن لا_لبصقه_القرن,No
1.2222234919252337e+18,علمو أولادكم أن الحب فلسطين والأمل فلسطين والحلم فلسطين أخبروهم بأنها عربية من الضفة وحتى غزة عاصمتها القدس نوروهم فالجهل مخيف القدس_عاصمه_فلسطين_الابديه,No
1.2222248017643848e+18,نحن نقف مع فلسطين ليس لأننا فلسطنيين أو حتى ليس لأننا من العالم العربيبل نقف معها لأنها امتحان يومي لضمير العالم تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.22222481951053e+18,كل ما فيها وعليها ينطق انا عربي التاريخ يشهد مهما طال الاحتلال لا بد أن ينتهي يوما فلسطين صفقة_القرن_لن_تمر,No
1.2222249033210716e+18,الهدف واضح محدد و دقيق إزالة إسرائيل من الوجود لا_لصفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222264771875223e+18,سيساوي الحمدلله مصر مش زي الإمارات وعمان والبحرين وسفير السيسي البطل محضرش مؤتمر صفقة_القرن لا_لبصقة_القرن وتحيا مصر الحرة السيسي,No
1.2222283968911565e+18,اليوم سوف يتضح منهم أبناء المتعة والعبيد الذين يلهثون بعد اطماع الدنياء والمال ويتحالفون مع العدو المغتصب لمقدساتنا الدينية ويقوم بتأييد صفقة_ترمب ومنهم سف الله المسلول الماضون على نهج سيدنا محمد واله الاطهار الذي سوف يسلوا سيوفهم من أغمادها ويوجهونها صوب العدو لا_لبصقة_القرن,No
1.2222284223924593e+18,المجرم ترامب لم يستوعب التغيرات الحاصلة في المنطقة يريد أن يخدم الكيان الصهيوني بأي ثمن وعليه أن يعلم أن محور المقاومة وفي مقدمتهم الشعب اليمني لن يتوقفوا حتى تحرير الأقصى من دنس الأنجاس وغدا لناظره قريب لا_لبصقة_القرن تسقط_صفقة_القرن,No
1.2222286813446715e+18,ترمب يا عينك يا جبايرك يا تعبان المفازه شرك حاضر تملى وضميرك فى الاجازه تسقط_صفقة_القرن القدس_ثمنها_دم القدس_عاصمة_فلسطين_الأبدية,No
1.2222291008461496e+18,تبا وتعسا لكل من باع فلسطين أو تآمر عليها لا_لبصقه_القرن تسقط_صفقة_القرن,No
1.22222957589316e+18,هذه الارض لا تتسع لهويتين القدس_عاصمة_فلسطين_الأبدية صفقة_القرن,No
1.2222296088855593e+18,لم يضحك صلاح الدين الأيوبي قبل تحريره لفلسطين قط بل كان يقول أستحي من الله أن أضحك والأقصى أسير حتى حرره القدس_عاصمه_فلسطين_الابديه FreePalestine,No
1.2222308474552238e+18,لا تنتظروا من الجامعة العربية التي لم تستطع اخراج دولة بحجم تركيا من سوريا ان تفشل صفقة القرن وتسقط كلمة دولة بحجم امريكا صفقة_القرن_لن_تمر,No
1.2222309267820134e+18,صفقة_القرن معلنة منذ سنوات تواطأ لإبرامها أنظمة عربية صهيونية معروفة ستظل فلسطين_عربية وستظل فلسطين أمانة في رقبة الشعوب العربيةوالإسلامية أما غالبية الحكام فهم خونة وحسابهم قريب ستنتصر ثوراتنا وتحرر أوطاننا من حكامنا قبل إسرائيل لا_لبصقة_القرن,No
1.2222323970659246e+18,صورة لسفراء حكومات الدول العربية التي شاركت ترامب ونتنياهو اعلان صفقة_القرن ركزوا حكومات لأننا نعلم أن حكومات العرب لا تمثل الشعوب لا_لبصقة_القرن الاردن,No
1.2222325537441628e+18,دارنا_مش_للبيع فلسطين_مش_للبيع لا_لبصقة_القرن يسقط_الخنازير اللهم بقوتك يا متين ياذا العرش العظيم اسقطهم سقطا مميتا واذل المنافقين والفاسقين بزعمهم وبصهيونيتهم العاهرة المخفية في ثياب إسلامية اللهم عليك بهم ياعظيم بالسحق المتوالي والبلاءات التي لا تنتهي يامجيب,No
1.222234083872465e+18,صفقة_القرن_لن_تمر الحضور العربي سفير البحرين ممثل ذيول ومرتزقة الأعراب وأتباع السعودية سفير الإمارات ممثل الفساد الأخلاقي وتمويل المؤامرات الأميركية الناعمة سفير عمان ممثل تجار العلاقات العامة والواقفين على تل الخيانة وفي الشعوب أشباه هذه النماذج,No
1.2222341691971707e+18,يا قدس جايين انت قبلتنا الاولىالقدس_عاصمة_فلسطين_الأبدية,No
1.2222342468209828e+18,من لا يملك لمن لا يستحق لا_لصفقة_العار فلسطين_عربية حق_العودة القدس_عاصمة_فلسطين_الأبدية,No
1.2222345600307487e+18,ويا فلسطين يا حلوتنا حريتك أولويتنا تسقط تسقط اسرائيل لا_لبصقة_القرن تسقط_صفقة_القرن,No
1.22223458338884e+18,لأجلك يا مدينة الصلاة أصلي لأجلك يا بهية المساكن يا زهرة المدائن يا قدس يا مدينة الصلاة أصلي القدس_عاصمة_فلسطين_الأبدية صفقة_القرن فيروز,No
1.2222349331182797e+18,متأكده ان الانظمه صدرت ما يسمى بالهواتف والانترنت لتنفيس الشباب عن ارائهم بعد ان كنا نخرج بمظاهرات مع كل قمع من الكيان الصهيونى لاخواتنا فى فلسطين نعم لقد نجحوا واصبحنا نعبر عن ارائنا ورفضنا بمجرد هاشتاج القدس_ثمنها_دم جمعه_الغضب لا_لبصقة_القرن فلسطين,No
1.2222352951706624e+18,هذه خارطة دولة فلسطين العربيه وستبقى عربيه رغم خيانة الحكام وكل الي صار الشعوب رح تحكي كلمتها وبأذن الله صفقة_القرن_لن_تمر,No
1.2222365401742907e+18,realDonaldTrump وبتكتبها بالعربى علشان تذل الشعوب العربيه بحكامها الخونه مهما غيرت فى الخريطه هتفضل خريطه فلسطين فى قلوبنا هنعرفها لاولانا واولادهم ده عهد علينا ليوم الدين لا_لبصقة_القرن صفقة_العار,No
1.2222379825031946e+18,شيخ الأزهر هو من يمثلنى تحية تقدير وإعزار لفضيلة شيخ الأزهر الاستاذ الدكتور أحمد الطيب شيخ_الأزهر لا_لبصقه_القرن,No
1.2222394924567675e+18,فاخرجوا من أرضنا من برنا من بحرنا من قمحنا من ملحنا من جرحنا من كل شىء واخرجوا من مفردات الذاكرة أيها المارون بين الكلمات العابرة محمود درویش القدس_عاصمة_فلسطين_الأبدية,No
1.2222411027381535e+18,صورة قديمة من القدس التقطت عام التاريخ بكل حجر و زقاق قبل قيام الكيان المسخ ب عاما صفقة_القرن تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222430683399864e+18,لا_لبصقة_القرن أناصاحب الأرض التي دمرتها والدين ليولا أري لك مله أنا غارس الزيتونفيها مهجتي والحق أن أجني وأسكن ظله من أنت حتي تستبيح كرامتي وكرامتي تأبي الخنوع محله سل من تشاء سيخبروك بأنني شيخ الصمود وكهله ومجله مهما تكالبتم علي محبوبتي فأناالجميع لهاوأنتم قله محمدالشيخ,No
1.222243419000574e+18,أمس واليوم وغدا الأرض كل الأرض لها إسم واحد فقط فلسطين صفقة_القرن_لن_تمر,No
1.222243800124285e+18,القدس_عاصمة_فلسطين_الأبدية علموا اولادكم ان هذه الارض كلها فلسطين علموا اولادكم ان اسرائيل غاصبة ومحتله علموا أولادكم ان القدس عاصمة فلسطين علموا أولادكم ان لنا وعد من الله بتحريرها وان الله لا يخلف الميعاد فصبرا ثم صبرا فإن لنا من الله جبرا يرضينا,No
1.2222438300969124e+18,كفاية كذب وتمثيل انت واغسل يدك من دماء المسلمين لا_لبصقة_القرن صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.2222445495417364e+18,ثلاث دول خليجية هي الإمارات ام اليهود وعدوات المسلمين ف كل مكان والبحرين وعمان تشارك ترمب ونتنياهو الاحتفال بـ صفقة القرن التي تمسح فلسطين من الخارطة وتسلم القدس لاسرائيل القدس_عاصمة_فلسطين_الأبدية,Yes
1.2222461501593764e+18,أمريكا مخدوعة هي وساستها إذا ظنت أنها بمناصرتها لهؤلاء السفاحين اليهود سوف تكسب شيئا إلا ذل الحيرة والاضطراب محمود_شاكر جمهرة مقالاته مكتبة الخانجي بالقاهرة القدس_عاصمة_فلسطين_الأبدية صفقه_القرن,No
1.2222465701853676e+18,بعيدا عن الصراعات اللي حاصله في الدول العربية لكن هتفضل القضية الأساسية لكل مسلم عربي حر هي قضية فلسطين اللي ضحى من أجلها أجيال وأجيال والنهاردة رسمي ترامب أعلن القدس عاصمة اسرائيل مبروك لكل حكام العرب المتخاذلين ومعدومي الشرف والضمير القدس_عاصمة_فلسطين_الأبدية,No
1.2222475825100431e+18,لمثل هذا اليوم نصبت أنظمة خائنة لمثل هذا اليوم فتحت السجون لشرفاء الأمة لمثل هذا اليوم وضعت قوانين لإخراس الألسن عن النطق بكلمة الحق لا_لصفقة_القرن تسقط_صفقة_القرن لا_لبصقة_القرن,No
1.2222503615131812e+18,القضيه الفلسطينيه هي امتحان لضمائر المسلمين جميعا يسقط كل ضمير خائن ويسقط كل ضمير صامت وتسقط صفقة_القرن القدس_عاصمة_فلسطين_الأبدية,No
1.222250598906712e+18,القدس ليست للبيع و صفقتكم لن تمر صفقه_القرن صفقة_القرن_لن_تمر,No
1.222251134292656e+18,قريبا رح يخلص الكابوس القدس_عاصمة_فلسطين_الأبدية,No
1.2222513688256553e+18,يا خجل هذه الليلة من التاريخ استغفر_الله صفقة_القرن_لن_تمر,No
1.2222514274411192e+18,بيتي هنا ارضي هنا البحر السهل النهر لنا القدس_عاصمة_فلسطين_الأبدية,No
1.2222525158294528e+18,مصر تقدر الجهود الأمريكية هكذا علقت خارجية السيسى على كارثة بيع القدس اليوم صفعة القرن هى صفعة على قفا كل سيساوى لم يعرف بعد انه يؤيد عميل صهيوني صفقة_القرن القدس_ثمنها_دم القدس_عاصمة_فلسطين_الأبدية,Yes
1.2222534505468928e+18,وعـدهم ترامب بأنها لهم ووعـدنا  بأنها لنا فلا جدال في اليقين لا_لصفقة_العار القدس_ثمنها_دم القدس_عاصمة_فلسطين_الأبدية,No
1.2222541678231265e+18,الخارجية المصرية تقول في بيان لها ردا علي صفقة_القرن نقدر الجهود الأمريكية لتحقيق السلام بالقضية الفلسطينية هذا البيان لا يمثلني كمصري القدس_ثمنها_دم صفقة_القرن_لن_تمر,Yes
1.2222558301851484e+18,محمد جواد ظريف الخطة المسماة رؤية السلام هي ببساطة حلم تاجر عقارات يعاني من الافلاس الموت_لأمريكا صفقة_القرن_لن_تمر,No
1.2222565771195105e+18,عايزين الشرح لوضعنا بل أنتم يومئذ كثير ولكنكم غثاء كغثاء السيل ولينزعن الله من صدور عدوكم المهابة منكم وليقذفن الله في قلوبكم الوهن فقال قائل يا رسول الله وما الوهن قال حب الدنيا وكراهية الموت صدق رسول الله لا_لبصقة_القرن تسقط_صفقة_القرن,No
1.2222566616766136e+18,علموا أولادكم بأن القدس_عاصمة_فلسطين_الأبدية وأن فلسطين بلاد عربية خالصة أخبروهم بأن الترانيم الجميلة هي لفلسطين دائما وبأنها ستبقى صفقة_القرن,No
1.2222575015230543e+18,فاضت لأجلك أرواح وأرواح فلن يضيرك يا أختاه نباح يا أم من ولدوا في الحرب غايتهم دحر العدو وما كلوا ولا ارتاحوا دوسي برجلك أعناق الذين بغوا واستكبروا وأهانوا إرث من راحوا صفقة_القرن_لن_تمر,No
1.2222582705068237e+18,قال اليماني لوعد الله سلمنا يا وعد بلفور يكفي لك ويكفينا هدهد سليمان جاهز والنبأ منا و صفقة_القرن باتت في مرامينا دروبنا في يمنا كلها يمنى من أين ما جيت يا صوت النقا جينا الأرض لله مادامت وما دمنا بين القرى الظاهرة طابت مسارينا صفقة_القرن_لن_تمر القدس_ثمنها_دم القدس,No
1.2222585733481677e+18,لن نتنازل عن حقنا FreePalestine لا_لبصقة_القرن صفقة_القرن DealOfTheCentury,No
1.2222601742552842e+18,صفقة_القرن_لن_تمر كالعادة سيغضب العرب ثم يصيحون عاشت فلسطين ويسقط الصهاينة ثم يحرقون علم اسرائيل ويدوسون على صور ترامب وثم تصبح على خير صفقة_القرن,No
1.22226227055156e+18,أنا زهراء من الكويت ضد التطبيع وضد الكيان الصهيوني وضد المطبعين والمتصهينين وضد صفقة القرن وفلسطين للفلسطينيين أرض عربية عاصمتها القدس تسقط_صفقة_القرن,No
1.2222623730980618e+18,أنا محمد من اليمن ضد التطبيع وضد الكيان الصهيوني وضد المطبعين والمتصهينين وضد صفقة القرن وفلسطين للفلسطينيين أرض عربية عاصمتها القدس تسقط_صفقة_القرن,No
1.2222626011046584e+18,صورة من المسيرة الغاضبة في مخيم_البقعة شمال عمان في الأردن تسقط_صفقة_القرن,No
1.2222626671146885e+18,أنا علي من اليمن ضد التطبيع وضد الكيان الصهيوني وضد المطبعين والمتصهينين وضد صفقة القرن وفلسطين للفلسطينيين أرض عربية عاصمتها القدس تسقط_صفقة_القرن,No
1.2222626740351795e+18,هكذا كانت فلسطين وهكذا أصبحت اليوم ولن يكفيهم ذلك أبدا حتى يسرقوا كامل ترابها ويحتلوا باقي أرضها والعرب والمسلمون يتفرجون والخائنون منهم يصفقون تسقط_صفقة_القرن FreePalestine,No
1.2222630795950612e+18,انا ابوصالح العوذلي من اليمن ضد التطبيع وضد الكيان الصهيوني وضد المطبعين والمتصهينين وضد صفقة القرن وفلسطين للفلسطينيين أرض عربية عاصمتها القدس تسقط_صفقة_القرن,No
1.2222634623966044e+18,صفعة_القرن هي خيار ترامب للعرب كل العار لمن حضر وايد و ساند ودفع المال لاتمام هذه صفقة_القرن صفقة_القرن_لن_تمر,No
