tweet_id,class_label
1483394182320463873,No
1499070159054647307,No
1491098186236055558,No
1436356754783313920,No
1488158506821857280,No
1491462970039226371,No
1479460326244499458,No
1524120299146514434,No
1548802618020995075,No
1558568608732676097,No
1508465226487844874,No
1493870640406966272,No
1488554058034073608,No
1483221326018002949,No
1555080431464316929,No
1528853038512934913,No
1482678893664428040,No
1494702006853898241,No
1478787140658114561,No
1527025030814699521,No
1481233947086442502,No
1491834158032818179,No
1548639852283011072,No
1527092144011370497,No
1522924218014478337,No
1483068227328561154,No
1488251957018083334,No
1493246438427570179,No
1498273665523269639,No
1499783736090583046,No
1523628909715095553,No
1529030901648211969,No
1479753674058567680,No
1498930448671690752,No
1491909647825096710,No
1534566907080220673,No
1492858064655069188,No
1476961351788601352,No
1519003460930256897,No
1527648744560283650,No
1502686926276550657,No
1495378988059049984,No
1536153030680363008,No
1240392736878014464,No
1494016718758424580,No
1556392736902860804,No
1518662162784399365,No
1539692312535646208,No
1482695432849563649,No
1489205087322918913,No
1493679752640610317,No
1485991357151948808,No
1504097123079536641,No
1534347091857768448,No
1518288984169930754,No
1482760588044419086,No
1526195857716035585,No
1548433903362666496,No
1523746016981569536,No
1490778392022687748,No
1465033553830371337,No
1484218018108526604,No
1511810816999313417,No
1492243027905155072,No
1488247705315024900,No
1486259791920078852,No
1492874634919923720,No
1482407064869777410,No
1491728016220766208,No
1538899478790414338,No
1485981199264792586,No
1420134238540681225,No
1525767772860448770,No
1493201634926673923,No
1493581865118277639,No
1551226474270756864,No
1484604935740219392,No
1532072028244570113,No
1510632234612625413,No
1533025827364999174,No
1500456197169766402,No
1482054862691045383,No
1487487736307236866,No
1524254498134319106,No
1496771795768258560,No
1541874143712485376,No
1523740389949145088,No
1486867756880388098,No
1491438625006833667,No
1506137198365708289,No
1559251595765977090,No
1493228439599464463,No
1487041517269123075,No
1500426469343911937,No
1512821904238948353,No
1563199389178667008,No
1492426395653488645,No
1530178540364353536,No
1530914711876915202,No
1480253041009836034,No
1490802446087725059,No
1482738955061764097,No
1529784628042682369,No
1488618658494664711,No
1479174862019207168,No
1488854815933403139,No
1523604171009961984,No
1481612021040885764,No
1487047950144524288,No
1486278823129849863,No
1526889609891926016,No
1500474371458097162,No
1485200645103759368,No
1483863118707048448,No
1482812791056736256,No
1521790164028346370,No
1490761848106405889,No
1525626269471322113,No
1516823927514968077,No
1487768913626730496,No
